ID_Trabajador,Edad,Ingreso_Mensual,Estado,Delegacion,Visitas_Promotor,Fecha_Ultimo_Contacto,Interes,Prob_Traspaso
EMP_0329,52,28236.51,Baja California Sur,Norte,4,2024-10-03,Medio,0.1
EMP_0330,24,33947.74,Nayarit,Este,5,2024-08-14,Medio,0.35
EMP_0331,61,30343.41,Tamaulipas,Sur,2,2024-04-30,Medio,0.1
EMP_0332,45,56994.0,Oaxaca,Norte,3,2025-01-16,Medio,0.01
EMP_0333,53,28938.45,Colima,Centro,4,2024-05-13,Alto,0.01
EMP_0334,43,48653.85,Hidalgo,Norte,4,2024-09-11,Alto,0.01
EMP_0335,44,47634.84,México,Norte,2,2025-01-12,Medio,0.15
EMP_0336,23,35624.48,Nuevo León,Metropolitana,6,2024-06-15,Bajo,0.45
EMP_0337,48,61050.94,Sinaloa,Norte,3,2024-08-22,Medio,0.05
EMP_0338,63,37913.86,Campeche,Este,1,2024-10-12,Medio,0.01
EMP_0339,23,50697.62,Tlaxcala,Norte,4,2025-03-07,Medio,0.2
EMP_0340,47,29795.68,Aguascalientes,Este,1,2024-11-26,Alto,0.01
EMP_0341,38,27190.56,Hidalgo,Centro,4,2024-10-01,Medio,0.2
EMP_0342,61,48652.49,Aguascalientes,Este,2,2025-03-30,Alto,0.01
EMP_0343,54,43145.62,Jalisco,Centro,2,2024-07-31,Bajo,0.3
EMP_0344,30,40027.54,Nayarit,Centro,2,2024-11-30,Bajo,0.3
EMP_0345,64,31650.99,Morelos,Este,3,2025-04-13,Bajo,0.35
EMP_0346,60,67486.56,Chihuahua,Sur,6,2025-02-24,Alto,0.01
EMP_0347,50,23233.85,Querétaro,Oeste,2,2025-01-08,Alto,0.01
EMP_0348,63,22730.5,Baja California,Norte,4,2024-09-25,Medio,0.1
EMP_0349,47,52937.47,Sinaloa,Metropolitana,1,2025-03-19,Medio,0.05
EMP_0350,56,51227.85,Yucatán,Oeste,0,2024-05-06,Medio,0.15
EMP_0351,46,41835.69,Guerrero,Norte,1,2024-08-22,Alto,0.01
EMP_0352,45,32364.55,Nayarit,Norte,3,2024-04-30,Alto,0.01
EMP_0353,34,44398.85,Hidalgo,Centro,3,2024-08-13,Medio,0.05
EMP_0354,28,72282.12,Aguascalientes,Norte,3,2024-04-21,Medio,0.2
EMP_0355,57,99331.55,Hidalgo,Metropolitana,4,2024-05-22,Bajo,0.2
EMP_0356,41,18721.62,Sonora,Norte,4,2024-04-28,Medio,0.2
EMP_0357,22,30712.71,Oaxaca,Este,3,2025-02-22,Bajo,0.55
EMP_0358,29,29950.18,Campeche,Oeste,4,2025-01-23,Bajo,0.6
EMP_0359,37,69606.12,Tamaulipas,Este,3,2025-03-09,Alto,0.01
EMP_0360,35,13460.06,Nayarit,Metropolitana,5,2025-02-06,Medio,0.3
EMP_0361,33,44602.0,Tamaulipas,Norte,4,2024-12-06,Alto,0.01
EMP_0362,44,32770.23,Nuevo León,Metropolitana,1,2024-11-10,Bajo,0.55
EMP_0363,36,69929.66,Nuevo León,Centro,1,2024-08-12,Bajo,0.4
EMP_0364,49,66198.66,Campeche,Este,1,2024-12-24,Bajo,0.3
EMP_0365,55,42032.68,Chihuahua,Este,2,2024-10-28,Bajo,0.2
EMP_0366,23,19304.83,Zacatecas,Sur,2,2024-11-23,Bajo,0.6
EMP_0367,53,28866.71,Colima,Norte,4,2024-04-23,Bajo,0.35
EMP_0368,44,30159.15,Zacatecas,Centro,2,2024-09-29,Bajo,0.45
EMP_0369,43,21363.05,Nayarit,Este,3,2024-12-26,Bajo,0.45
EMP_0370,46,57632.03,Chiapas,Este,4,2025-01-25,Bajo,0.25
EMP_0371,43,20305.14,Campeche,Centro,4,2024-11-04,Medio,0.2
EMP_0372,43,79708.46,Coahuila,Metropolitana,4,2025-03-26,Bajo,0.3
EMP_0373,63,79628.64,Veracruz,Metropolitana,5,2024-12-08,Medio,0.01
EMP_0374,27,31131.51,Jalisco,Norte,3,2024-09-21,Medio,0.45
EMP_0375,36,41414.99,Jalisco,Sur,6,2025-03-16,Bajo,0.3
EMP_0376,64,35280.53,Guanajuato,Este,2,2024-09-19,Alto,0.01
EMP_0377,58,52090.09,Chiapas,Sur,4,2024-07-08,Medio,0.01
EMP_0378,54,60468.08,Morelos,Metropolitana,3,2024-11-14,Medio,0.01
EMP_0379,29,40263.43,Chiapas,Metropolitana,2,2024-08-17,Bajo,0.4
EMP_0380,26,43811.28,Tabasco,Oeste,5,2024-07-22,Medio,0.2
EMP_0381,60,28332.31,Hidalgo,Norte,2,2024-10-14,Alto,0.01
EMP_0382,25,43247.11,Hidalgo,Oeste,1,2024-12-30,Bajo,0.45
EMP_0383,27,38758.48,Michoacán,Oeste,2,2024-08-21,Bajo,0.45
EMP_0384,53,25217.22,México,Oeste,2,2024-10-23,Bajo,0.45
EMP_0385,51,36112.17,Zacatecas,Norte,6,2024-11-07,Medio,0.01
EMP_0386,56,31154.91,Nayarit,Norte,2,2024-10-24,Bajo,0.35
EMP_0387,61,28458.49,Baja California Sur,Centro,3,2024-06-07,Medio,0.1
EMP_0388,37,22957.58,Oaxaca,Sur,3,2024-11-08,Bajo,0.4
EMP_0389,34,37234.87,Chiapas,Sur,4,2024-07-30,Alto,0.01
EMP_0390,63,26577.24,Aguascalientes,Centro,2,2024-11-01,Bajo,0.35
EMP_0391,51,30078.22,Zacatecas,Centro,2,2024-11-18,Bajo,0.35
EMP_0392,40,55829.05,Sinaloa,Metropolitana,3,2024-11-11,Medio,0.05
EMP_0393,38,46762.95,Zacatecas,Oeste,4,2025-03-07,Bajo,0.3
EMP_0394,40,24550.64,Michoacán,Centro,5,2024-12-04,Bajo,0.45
EMP_0395,49,41804.38,Nayarit,Este,6,2024-04-21,Bajo,0.2
EMP_0396,47,38296.44,Chihuahua,Sur,0,2024-08-02,Medio,0.25
EMP_0397,58,71731.01,Colima,Centro,3,2024-09-18,Alto,0.01
EMP_0398,47,63149.36,Tabasco,Este,2,2025-01-09,Alto,0.01
EMP_0399,44,19663.13,Hidalgo,Este,5,2024-05-01,Bajo,0.45
EMP_0400,30,51248.98,Tabasco,Este,4,2024-05-22,Bajo,0.3
EMP_0401,33,60239.22,Quintana Roo,Metropolitana,1,2024-10-25,Medio,0.05
EMP_0402,22,45421.63,Chihuahua,Metropolitana,1,2024-08-07,Medio,0.2
EMP_0403,22,31755.94,Morelos,Este,2,2024-10-06,Bajo,0.6
EMP_0404,55,95354.57,Querétaro,Metropolitana,2,2024-09-27,Bajo,0.2
EMP_0405,53,47125.23,Colima,Oeste,2,2024-09-05,Bajo,0.2
EMP_0406,46,80066.89,Tabasco,Este,3,2025-03-21,Medio,0.05
EMP_0407,61,62354.52,Nayarit,Oeste,0,2024-08-13,Bajo,0.4
EMP_0408,22,43724.06,Chihuahua,Oeste,0,2024-05-25,Alto,0.2
EMP_0409,37,28799.68,Oaxaca,Este,3,2024-12-07,Bajo,0.4
EMP_0410,60,35967.03,Zacatecas,Sur,2,2025-01-11,Bajo,0.2
EMP_0411,26,33230.89,Chiapas,Este,5,2024-06-18,Bajo,0.55
EMP_0412,43,22341.3,Tabasco,Este,4,2024-12-02,Bajo,0.45
EMP_0413,50,47103.97,Coahuila,Metropolitana,1,2025-02-18,Bajo,0.3
EMP_0414,24,67978.12,Sonora,Este,4,2024-11-07,Bajo,0.45
EMP_0415,33,32230.83,San Luis Potosí,Sur,6,2025-03-16,Bajo,0.35
EMP_0416,47,86289.45,Guanajuato,Metropolitana,2,2024-09-15,Bajo,0.3
EMP_0417,37,19476.56,Guerrero,Norte,1,2024-11-11,Bajo,0.4
EMP_0418,58,55367.35,Sonora,Norte,4,2024-06-25,Alto,0.01
EMP_0419,43,70870.4,Michoacán,Oeste,6,2024-09-04,Medio,0.01
EMP_0420,50,33469.43,San Luis Potosí,Oeste,2,2024-12-20,Medio,0.2
EMP_0421,35,33710.93,Chiapas,Sur,5,2024-11-07,Bajo,0.4
EMP_0422,49,55111.08,Tamaulipas,Centro,2,2024-07-29,Bajo,0.3
EMP_0423,26,44462.28,San Luis Potosí,Norte,1,2024-08-06,Bajo,0.45
EMP_0424,51,16334.51,Veracruz,Oeste,1,2024-12-13,Medio,0.1
EMP_0425,26,25916.91,Chiapas,Norte,1,2024-06-19,Bajo,0.55
EMP_0426,33,36119.21,Oaxaca,Sur,1,2024-07-25,Bajo,0.25
EMP_0427,37,20996.7,Oaxaca,Sur,2,2025-02-24,Medio,0.15
EMP_0428,47,30041.36,Guerrero,Centro,2,2024-05-20,Bajo,0.4
EMP_0429,47,21207.83,Michoacán,Centro,1,2024-06-21,Bajo,0.45
EMP_0430,42,31317.48,Baja California,Metropolitana,1,2024-04-17,Bajo,0.45
EMP_0431,60,31740.57,Sinaloa,Sur,3,2025-01-27,Medio,0.1
EMP_0432,57,41802.1,Nuevo León,Oeste,3,2024-12-08,Medio,0.05
EMP_0433,54,35006.75,Baja California,Norte,1,2024-09-29,Bajo,0.2
EMP_0434,51,44405.38,Quintana Roo,Este,3,2024-09-05,Bajo,0.2
EMP_0435,58,42337.04,Michoacán,Centro,4,2025-01-13,Medio,0.01
EMP_0436,44,54859.79,Baja California,Este,3,2025-04-06,Bajo,0.3
EMP_0437,31,51509.07,Zacatecas,Oeste,3,2025-03-13,Medio,0.05
EMP_0438,26,49377.47,Yucatán,Centro,5,2024-05-29,Medio,0.2
EMP_0439,57,125736.91,Morelos,Este,2,2024-07-19,Bajo,0.2
EMP_0440,55,41729.39,Baja California Sur,Oeste,1,2024-10-05,Bajo,0.2
EMP_0441,52,102480.58,Sinaloa,Norte,1,2024-04-30,Medio,0.01
EMP_0442,31,42825.43,Morelos,Oeste,3,2024-11-02,Bajo,0.3
EMP_0443,40,35131.72,Guanajuato,Metropolitana,2,2025-02-12,Bajo,0.3
EMP_0444,53,31279.99,Morelos,Centro,6,2024-07-24,Medio,0.01
EMP_0445,22,66429.09,Nayarit,Sur,0,2024-07-03,Bajo,0.65
EMP_0446,26,69996.56,Nuevo León,Norte,3,2025-01-09,Bajo,0.55
EMP_0447,25,46162.06,México,Este,4,2025-03-04,Bajo,0.55
EMP_0448,37,57149.09,Oaxaca,Centro,5,2024-11-16,Medio,0.01
EMP_0449,45,21787.94,Veracruz,Sur,1,2024-09-22,Bajo,0.45
EMP_0450,37,19545.26,Hidalgo,Oeste,2,2024-07-21,Alto,0.01
EMP_0451,23,59786.24,San Luis Potosí,Sur,2,2025-04-12,Medio,0.2
EMP_0452,49,34519.35,Tlaxcala,Centro,2,2024-10-18,Bajo,0.45
EMP_0453,53,49007.12,Michoacán,Centro,4,2024-10-02,Bajo,0.2
EMP_0454,48,27257.52,México,Metropolitana,3,2024-05-13,Bajo,0.55
EMP_0455,41,70459.64,Oaxaca,Metropolitana,2,2024-09-30,Medio,0.01
EMP_0456,45,19610.74,Oaxaca,Sur,1,2024-05-06,Alto,0.01
EMP_0457,33,20863.7,Tabasco,Oeste,2,2024-08-08,Medio,0.2
EMP_0458,56,64713.47,Michoacán,Sur,4,2024-09-14,Bajo,0.2
EMP_0459,54,12785.45,Zacatecas,Centro,3,2024-11-12,Medio,0.2
EMP_0460,54,42252.87,Baja California,Centro,4,2024-11-07,Bajo,0.2
EMP_0461,64,34789.45,Aguascalientes,Este,2,2024-04-17,Medio,0.1
EMP_0462,58,27054.79,Puebla,Metropolitana,3,2024-11-26,Medio,0.1
EMP_0463,33,33524.24,Guanajuato,Este,0,2024-09-05,Bajo,0.65
EMP_0464,24,25873.92,Colima,Norte,3,2024-07-15,Bajo,0.6
EMP_0465,22,67299.12,Guanajuato,Centro,3,2024-11-11,Medio,0.2
EMP_0466,54,74742.1,Colima,Este,3,2024-08-08,Medio,0.01
EMP_0467,61,27603.7,Aguascalientes,Sur,1,2024-07-09,Bajo,0.35
EMP_0468,31,40546.71,Zacatecas,Metropolitana,3,2024-06-14,Bajo,0.3
EMP_0469,64,21374.83,Coahuila,Metropolitana,1,2024-07-12,Medio,0.1
EMP_0470,50,55782.8,San Luis Potosí,Oeste,4,2025-04-12,Bajo,0.3
EMP_0471,34,55204.72,Sinaloa,Sur,0,2025-01-16,Bajo,0.5
EMP_0472,33,32270.06,Veracruz,Oeste,4,2024-07-01,Bajo,0.45
EMP_0473,52,36561.61,Aguascalientes,Este,3,2024-12-05,Bajo,0.2
EMP_0474,23,34978.67,Tlaxcala,Norte,2,2025-01-26,Medio,0.35
EMP_0475,56,19008.03,Nayarit,Sur,2,2024-07-28,Alto,0.01
EMP_0476,44,67400.09,Puebla,Sur,4,2024-08-16,Medio,0.05
EMP_0477,38,26721.36,Puebla,Sur,3,2024-11-24,Bajo,0.45
EMP_0478,47,26794.19,Tabasco,Oeste,3,2024-08-29,Medio,0.2
EMP_0479,29,34194.91,Guerrero,Este,3,2024-11-02,Bajo,0.55
EMP_0480,50,54079.99,San Luis Potosí,Sur,7,2024-08-21,Bajo,0.2
EMP_0481,47,28666.33,Nayarit,Sur,6,2024-12-07,Alto,0.01
EMP_0482,31,16632.7,Sonora,Metropolitana,2,2024-09-26,Bajo,0.45
EMP_0483,47,25468.58,Zacatecas,Norte,0,2025-03-14,Alto,0.2
EMP_0484,55,43030.14,Coahuila,Metropolitana,3,2024-11-27,Bajo,0.2
EMP_0485,62,87194.81,Zacatecas,Metropolitana,4,2025-03-24,Medio,0.01
EMP_0486,28,21939.24,Baja California Sur,Norte,1,2024-08-23,Bajo,0.6
EMP_0487,25,21620.54,Aguascalientes,Este,1,2024-09-24,Bajo,0.6
EMP_0488,32,19830.21,Baja California,Metropolitana,6,2024-07-09,Bajo,0.35
EMP_0489,50,18869.65,Guerrero,Este,8,2024-12-04,Alto,0.01
EMP_0490,57,58822.32,Puebla,Metropolitana,1,2024-11-17,Medio,0.01
EMP_0491,46,66030.72,Baja California Sur,Centro,2,2025-03-16,Alto,0.01
EMP_0492,42,38991.63,Aguascalientes,Norte,4,2024-04-18,Medio,0.05
EMP_0493,57,30119.1,Yucatán,Metropolitana,4,2024-06-10,Alto,0.01
EMP_0494,31,74343.95,Tabasco,Centro,4,2024-11-03,Bajo,0.3
EMP_0495,58,38931.67,Tabasco,Oeste,2,2024-04-22,Bajo,0.2
EMP_0496,30,56149.59,Tlaxcala,Centro,5,2024-05-09,Medio,0.05
EMP_0497,45,29537.63,Quintana Roo,Sur,5,2025-02-12,Medio,0.2
EMP_0498,56,36963.92,Campeche,Metropolitana,2,2024-12-10,Medio,0.01
EMP_0499,56,22138.28,Jalisco,Centro,2,2025-02-02,Bajo,0.45
EMP_0500,57,46709.35,San Luis Potosí,Este,6,2024-05-23,Bajo,0.1
EMP_0501,39,39197.77,Durango,Oeste,7,2024-04-15,Alto,0.01
EMP_0502,60,25391.63,Quintana Roo,Metropolitana,2,2024-08-14,Medio,0.1
EMP_0503,53,25528.66,Aguascalientes,Sur,3,2024-08-08,Bajo,0.35
EMP_0504,45,69312.7,Guanajuato,Centro,2,2024-09-05,Medio,0.05
EMP_0505,44,79910.9,Nuevo León,Oeste,6,2025-03-24,Alto,0.01
EMP_0506,53,33347.76,Puebla,Metropolitana,1,2025-01-22,Bajo,0.35
EMP_0507,58,37313.16,Nuevo León,Oeste,4,2024-05-05,Alto,0.01
EMP_0508,33,42618.59,Quintana Roo,Sur,1,2025-04-04,Alto,0.01
EMP_0509,34,38530.78,Aguascalientes,Centro,1,2025-04-02,Alto,0.01
EMP_0510,44,18588.18,Campeche,Oeste,3,2024-07-25,Alto,0.01
EMP_0511,46,43094.4,Tamaulipas,Oeste,4,2024-11-20,Medio,0.05
EMP_0512,56,15753.92,Quintana Roo,Norte,5,2024-10-04,Bajo,0.35
EMP_0513,62,27090.17,Campeche,Oeste,2,2024-08-07,Bajo,0.35
EMP_0514,51,44452.25,Tamaulipas,Norte,4,2024-12-21,Bajo,0.2
EMP_0515,38,46165.94,Colima,Centro,3,2025-03-19,Bajo,0.3
EMP_0516,41,26264.43,Michoacán,Metropolitana,3,2024-07-17,Bajo,0.45
EMP_0517,46,30231.06,Chiapas,Metropolitana,1,2025-03-12,Bajo,0.4
EMP_0518,43,28637.3,San Luis Potosí,Centro,4,2025-02-11,Bajo,0.45
EMP_0519,34,34851.88,Querétaro,Centro,1,2024-08-28,Bajo,0.45
EMP_0520,40,35928.36,Coahuila,Este,4,2024-06-15,Alto,0.01
EMP_0521,57,47447.89,Tamaulipas,Centro,1,2025-01-09,Bajo,0.2
EMP_0522,33,29532.34,Jalisco,Oeste,1,2025-03-10,Medio,0.3
EMP_0523,62,42165.54,Guanajuato,Metropolitana,2,2024-10-03,Medio,0.01
EMP_0524,40,44480.51,Chiapas,Sur,0,2025-01-28,Bajo,0.45
EMP_0525,33,39313.21,Durango,Metropolitana,1,2024-08-08,Alto,0.01
EMP_0526,30,32733.61,Aguascalientes,Norte,2,2025-01-21,Medio,0.2
EMP_0527,28,39036.73,Oaxaca,Metropolitana,2,2025-03-20,Bajo,0.4
EMP_0528,49,49054.94,Tamaulipas,Este,0,2025-02-16,Bajo,0.5
EMP_0529,35,50801.13,Nuevo León,Centro,3,2025-03-13,Bajo,0.4
EMP_0530,52,75067.96,Coahuila,Centro,3,2024-05-30,Bajo,0.2
EMP_0531,40,24440.32,Baja California,Metropolitana,3,2025-04-02,Bajo,0.45
EMP_0532,37,30454.74,Coahuila,Sur,1,2024-05-30,Medio,0.2
EMP_0533,26,19046.0,Jalisco,Sur,1,2024-05-16,Alto,0.25
EMP_0534,56,52701.74,Sinaloa,Este,6,2025-01-12,Medio,0.01
EMP_0535,33,31767.44,Chihuahua,Norte,0,2025-04-13,Bajo,0.65
EMP_0536,46,39437.66,San Luis Potosí,Metropolitana,2,2024-05-23,Bajo,0.3
EMP_0537,42,28517.25,Tamaulipas,Centro,4,2024-11-29,Bajo,0.45
EMP_0538,57,31866.75,Michoacán,Metropolitana,5,2024-09-30,Bajo,0.35
EMP_0539,44,59235.48,Tabasco,Este,3,2024-12-02,Bajo,0.3
EMP_0540,37,47939.42,Nuevo León,Oeste,2,2025-01-18,Alto,0.01
EMP_0541,60,34731.11,Puebla,Oeste,2,2024-06-23,Bajo,0.35
EMP_0542,63,49371.35,Nayarit,Este,4,2024-07-09,Alto,0.01
EMP_0543,60,49809.45,Michoacán,Centro,4,2024-05-25,Bajo,0.2
EMP_0544,35,31052.35,Colima,Este,1,2024-10-16,Alto,0.01
EMP_0545,52,20178.4,Guanajuato,Centro,5,2025-04-10,Medio,0.1
EMP_0546,26,25344.96,Durango,Sur,1,2024-12-09,Medio,0.35
EMP_0547,56,21243.12,Nuevo León,Este,4,2024-10-21,Bajo,0.45
EMP_0548,44,57859.55,Campeche,Centro,2,2024-08-06,Alto,0.01
EMP_0549,50,62022.1,Veracruz,Este,5,2025-03-24,Alto,0.01
EMP_0550,64,68497.3,San Luis Potosí,Este,2,2024-12-30,Medio,0.01
EMP_0551,32,16190.47,Jalisco,Centro,6,2025-02-07,Medio,0.2
EMP_0552,39,55745.97,Chiapas,Centro,2,2024-07-25,Medio,0.01
EMP_0553,33,87981.03,Tlaxcala,Norte,1,2025-02-24,Bajo,0.3
EMP_0554,30,56658.37,Tabasco,Este,3,2025-03-29,Medio,0.05
EMP_0555,31,15359.79,San Luis Potosí,Oeste,4,2024-11-20,Alto,0.01
EMP_0556,38,73667.67,Durango,Este,3,2024-05-09,Bajo,0.3
EMP_0557,59,36926.16,Jalisco,Este,5,2024-08-07,Bajo,0.3
EMP_0558,28,33091.79,Campeche,Centro,4,2024-05-06,Bajo,0.6
EMP_0559,34,43496.6,Chihuahua,Este,3,2024-04-25,Medio,0.05
EMP_0560,61,23870.47,Sonora,Metropolitana,1,2025-01-29,Bajo,0.35
EMP_0561,63,36355.94,San Luis Potosí,Este,3,2024-06-28,Bajo,0.2
EMP_0562,30,69436.77,Oaxaca,Metropolitana,1,2024-07-06,Bajo,0.25
EMP_0563,48,46581.5,Tlaxcala,Oeste,1,2025-02-07,Medio,0.05
EMP_0564,23,37173.84,Oaxaca,Centro,4,2024-12-10,Bajo,0.4
EMP_0565,26,37640.78,Michoacán,Este,3,2024-05-30,Medio,0.2
EMP_0566,50,22639.3,Guerrero,Metropolitana,3,2025-01-17,Bajo,0.4
EMP_0567,58,34200.82,Yucatán,Metropolitana,2,2025-03-04,Medio,0.1
EMP_0568,59,18888.0,Baja California Sur,Metropolitana,6,2024-10-10,Alto,0.01
EMP_0569,40,54664.86,Veracruz,Sur,3,2024-04-25,Bajo,0.3
EMP_0570,29,15149.39,Tabasco,Norte,1,2024-05-14,Bajo,0.6
EMP_0571,22,51121.49,Chiapas,Oeste,4,2024-07-22,Alto,0.01
EMP_0572,43,53732.02,Nuevo León,Este,0,2024-07-17,Bajo,0.6
EMP_0573,38,61543.89,Tamaulipas,Sur,5,2025-03-03,Bajo,0.3
EMP_0574,28,37599.41,Nuevo León,Este,5,2025-01-11,Alto,0.1
EMP_0575,46,52399.45,Veracruz,Este,1,2024-10-11,Alto,0.01
EMP_0576,25,34067.58,Yucatán,Centro,1,2024-09-11,Medio,0.35
EMP_0577,57,22591.32,México,Centro,2,2025-03-28,Bajo,0.45
EMP_0578,27,66989.62,Hidalgo,Centro,4,2024-07-23,Bajo,0.45
EMP_0579,52,34935.04,Yucatán,Sur,3,2024-12-21,Bajo,0.35
EMP_0580,40,20664.97,Querétaro,Este,4,2024-06-26,Medio,0.2
EMP_0581,60,30129.92,Campeche,Norte,4,2024-06-26,Medio,0.1
EMP_0582,48,30609.64,Baja California,Oeste,3,2025-02-25,Alto,0.01
EMP_0583,31,43681.45,Nuevo León,Centro,1,2024-06-11,Bajo,0.4
EMP_0584,47,92857.28,Veracruz,Centro,3,2025-01-07,Medio,0.05
EMP_0585,40,44755.4,Tamaulipas,Este,2,2025-01-09,Bajo,0.3
EMP_0586,60,39447.96,Querétaro,Este,3,2024-05-23,Bajo,0.2
EMP_0587,24,96984.89,Chiapas,Sur,4,2025-01-30,Medio,0.15
EMP_0588,34,53720.9,Colima,Sur,4,2024-05-13,Bajo,0.3
EMP_0589,49,40203.11,Tlaxcala,Centro,4,2025-02-05,Medio,0.05
EMP_0590,41,29978.49,Chihuahua,Este,0,2024-08-11,Medio,0.4
EMP_0591,49,41211.81,Durango,Norte,0,2025-01-27,Alto,0.05
EMP_0592,29,35363.8,Chiapas,Oeste,7,2024-09-18,Medio,0.05
EMP_0593,62,37668.28,Querétaro,Este,3,2024-08-03,Alto,0.01
EMP_0594,60,61436.6,Yucatán,Este,4,2024-09-05,Medio,0.01
EMP_0595,22,29256.91,Durango,Metropolitana,4,2024-07-26,Bajo,0.6
EMP_0596,24,44596.75,Michoacán,Sur,3,2024-05-18,Bajo,0.45
EMP_0597,34,53081.09,Puebla,Oeste,5,2024-05-05,Medio,0.05
EMP_0598,49,27865.79,Zacatecas,Centro,1,2024-07-29,Medio,0.2
EMP_0599,46,26132.93,Campeche,Este,4,2024-06-10,Medio,0.2
EMP_0600,54,34195.98,Morelos,Centro,1,2025-01-30,Bajo,0.35
EMP_0601,59,30192.48,Hidalgo,Este,4,2024-12-10,Bajo,0.35
EMP_0602,27,57580.14,Tamaulipas,Centro,4,2024-10-08,Bajo,0.45
EMP_0603,53,24325.8,Michoacán,Oeste,1,2024-08-03,Medio,0.1
EMP_0604,42,37323.88,Campeche,Sur,2,2024-05-28,Medio,0.05
EMP_0605,37,100550.9,Puebla,Oeste,3,2024-06-10,Medio,0.05
EMP_0606,42,42839.79,Sinaloa,Metropolitana,2,2024-08-22,Bajo,0.3
EMP_0607,32,45785.19,Aguascalientes,Norte,4,2024-08-07,Bajo,0.3
EMP_0608,58,57772.78,Tamaulipas,Sur,2,2024-05-17,Medio,0.01
EMP_0609,57,30176.55,Chihuahua,Oeste,8,2024-05-04,Medio,0.01
EMP_0610,56,23562.98,Nuevo León,Metropolitana,4,2025-02-01,Bajo,0.45
EMP_0611,40,38972.23,Jalisco,Norte,4,2024-08-22,Medio,0.15
EMP_0612,41,40382.89,San Luis Potosí,Metropolitana,1,2024-05-25,Bajo,0.3
EMP_0613,39,19009.91,Hidalgo,Este,3,2024-11-09,Medio,0.2
EMP_0614,62,42193.81,Tamaulipas,Este,3,2024-12-20,Alto,0.01
EMP_0615,35,55711.41,San Luis Potosí,Centro,3,2024-06-05,Medio,0.05
EMP_0616,36,25205.58,Querétaro,Sur,7,2024-08-29,Medio,0.1
EMP_0617,52,43227.08,Sonora,Este,3,2024-05-27,Bajo,0.2
EMP_0618,22,51891.25,Sinaloa,Metropolitana,2,2024-05-03,Medio,0.2
EMP_0619,24,45920.7,Baja California,Sur,1,2024-08-12,Medio,0.2
EMP_0620,37,47686.45,Jalisco,Este,3,2024-06-12,Medio,0.15
EMP_0621,44,32928.04,Veracruz,Centro,3,2025-03-31,Medio,0.2
EMP_0622,32,23132.6,Campeche,Oeste,0,2025-03-29,Bajo,0.65
EMP_0623,33,30367.9,San Luis Potosí,Centro,3,2025-03-03,Alto,0.01
EMP_0624,31,28726.55,Zacatecas,Norte,5,2024-12-25,Medio,0.2
EMP_0625,53,35168.16,Baja California,Este,4,2024-07-10,Bajo,0.2
EMP_0626,37,56235.77,Quintana Roo,Norte,4,2024-05-25,Medio,0.05
EMP_0627,29,21488.3,Michoacán,Norte,5,2025-03-26,Bajo,0.6
EMP_0628,59,38472.54,Nuevo León,Metropolitana,2,2025-02-07,Bajo,0.3
EMP_0629,33,23733.42,Baja California Sur,Sur,3,2024-10-29,Bajo,0.45
EMP_0630,45,27010.51,Baja California,Metropolitana,3,2025-01-31,Medio,0.2
EMP_0631,49,45410.39,Querétaro,Este,4,2024-06-08,Alto,0.01
EMP_0632,29,22561.99,Tabasco,Norte,1,2024-12-23,Medio,0.35
EMP_0633,49,48712.83,Sonora,Oeste,2,2024-07-14,Medio,0.05
EMP_0634,57,21144.48,Nayarit,Norte,3,2025-01-19,Bajo,0.35
EMP_0635,47,47419.66,Campeche,Oeste,2,2024-11-26,Bajo,0.3
EMP_0636,29,19539.39,Quintana Roo,Metropolitana,3,2025-03-06,Bajo,0.6
EMP_0637,49,28363.97,Colima,Metropolitana,5,2024-12-30,Medio,0.2
EMP_0638,49,77543.76,Veracruz,Sur,1,2024-05-25,Alto,0.01
EMP_0639,58,71927.83,Tabasco,Norte,1,2024-07-07,Bajo,0.2
EMP_0640,62,30791.38,Quintana Roo,Centro,1,2024-12-12,Medio,0.1
EMP_0641,57,42445.84,Yucatán,Metropolitana,1,2024-09-08,Alto,0.01
EMP_0642,48,58784.13,Aguascalientes,Metropolitana,1,2025-02-12,Bajo,0.3
EMP_0643,38,47691.98,San Luis Potosí,Sur,1,2025-01-04,Medio,0.05
EMP_0644,30,32552.66,Guerrero,Oeste,3,2024-06-11,Medio,0.15
EMP_0645,54,26917.88,Veracruz,Sur,2,2024-04-25,Medio,0.1
EMP_0646,41,51392.18,Durango,Norte,5,2024-09-22,Bajo,0.3
EMP_0647,34,57084.12,San Luis Potosí,Este,5,2024-07-30,Medio,0.05
EMP_0648,49,72134.0,Tlaxcala,Este,2,2025-04-09,Medio,0.05
EMP_0649,50,18492.12,Baja California,Oeste,2,2024-09-29,Bajo,0.45
EMP_0650,34,21998.95,Jalisco,Metropolitana,4,2024-10-16,Medio,0.3
EMP_0651,56,57801.47,Sinaloa,Oeste,0,2024-05-07,Bajo,0.4
EMP_0652,27,19523.77,Michoacán,Metropolitana,2,2024-12-02,Alto,0.15
EMP_0653,39,59600.54,Durango,Metropolitana,3,2024-05-25,Medio,0.05
EMP_0654,26,33323.8,Coahuila,Este,3,2024-08-04,Alto,0.15
EMP_0655,46,29484.93,Chiapas,Oeste,3,2024-07-23,Bajo,0.4
EMP_0656,23,39425.63,Tamaulipas,Sur,1,2025-01-11,Bajo,0.45
